open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,source
2022-01-01 09:00:00,3721.14,3730.0,3709.38,3718.67,4515.6636,2022-01-01 09:59:59.999,16803125.774547,14268.0,2212.0092999999997,8229750.294805001,binance
2022-01-01 10:00:00,3718.67,3731.88,3673.46,3691.39,10412.4737,2022-01-01 10:59:59.999,38510468.901812,27897.0,4949.8277,18313664.694214,binance
2022-01-01 11:00:00,3691.39,3712.19,3691.02,3693.37,4786.2173,2022-01-01 11:59:59.999,17719693.150087,15708.0,2436.7335,9022144.218042,binance
2022-01-01 12:00:00,3693.38,3718.24,3693.37,3716.28,6595.553,2022-01-01 12:59:59.999,24450344.31964,15801.0,3282.4584,12169192.260587,binance
2022-01-01 13:00:00,3716.28,3724.93,3706.32,3710.03,5715.5972,2022-01-01 13:59:59.999,21239742.678242,14338.0,2461.7557,9146406.979116,binance
2022-01-01 14:00:00,3710.04,3713.68,3691.88,3697.61,5365.4474,2022-01-01 14:59:59.999,19880225.224924,13840.0,2530.4519,9376772.13856,binance
2022-01-01 15:00:00,3697.04,3745.36,3693.22,3725.3,9380.2088,2022-01-01 15:59:59.999,34950961.483983,21166.0,4855.4852,18092607.095848,binance
2022-01-01 16:00:00,3725.29,3749.98,3718.71,3727.62,6785.1471,2022-01-01 16:59:59.999,25345470.895912,17111.0,3798.0515,14186064.672574,binance
2022-01-01 17:00:00,3727.61,3764.98,3727.24,3760.77,8926.8519,2022-01-01 17:59:59.999,33465218.744034,22245.0,4574.3091,17143460.17192,binance
2022-01-01 18:00:00,3760.76,3766.0,3740.0,3752.58,6665.3581,2022-01-01 18:59:59.999,24995100.635045,16179.0,3441.3998,12904772.587958,binance
2022-01-01 19:00:00,3752.58,3757.86,3736.0,3747.61,4873.0628,2022-01-01 19:59:59.999,18247258.911551,14608.0,2399.2157,8983903.355229,binance
2022-01-01 20:00:00,3747.6,3776.45,3740.35,3761.02,6487.7575,2022-01-01 20:59:59.999,24388480.808218,18835.0,2864.9344,10770272.964112,binance
2022-01-01 21:00:00,3761.02,3776.0,3745.91,3748.65,7198.952,2022-01-01 21:59:59.999,27091840.537636,16319.0,3235.8878,12178597.875193,binance
2022-01-01 22:00:00,3748.66,3764.15,3740.0,3757.89,3630.0868,2022-01-01 22:59:59.999,13615909.772769,13381.0,2160.8613,8104599.069828,binance
2022-01-01 23:00:00,3757.89,3774.9,3745.0,3765.54,4947.9699,2022-01-01 23:59:59.999,18595923.547713,14651.0,2596.5577,9758826.944058,binance
2022-01-02 00:00:00,3765.54,3771.0,3750.2,3761.58,6290.6611,2022-01-02 00:59:59.999,23673626.397554,16274.0,2875.6702999999998,10822254.866236,binance
2022-01-02 01:00:00,3761.57,3763.66,3742.34,3747.0,4118.8931,2022-01-02 01:59:59.999,15451051.597864,11654.0,2016.1149,7562926.658992,binance
2022-01-02 02:00:00,3747.0,3753.36,3741.8,3746.5,3989.1066,2022-01-02 02:59:59.999,14951633.584093,11677.0,1781.4042,6677020.308724,binance
2022-01-02 03:00:00,3746.5,3760.87,3743.0,3758.55,3984.8703,2022-01-02 03:59:59.999,14950465.829603,11970.0,1928.6802,7235864.901323,binance
2022-01-02 04:00:00,3758.13,3761.92,3717.3,3724.34,7402.0298,2022-01-02 04:59:59.999,27673042.183376,21164.0,3657.7561,13671006.290469,binance
2022-01-02 05:00:00,3724.34,3745.74,3720.17,3744.69,4625.3465,2022-01-02 05:59:59.999,17268066.372964,14872.0,2382.1433,8893721.924257,binance
2022-01-02 06:00:00,3744.69,3749.98,3737.55,3738.52,3775.6677,2022-01-02 06:59:59.999,14133582.267487,12364.0,1729.7740000000001,6475266.571814,binance
